用户ID, 用户昵称, 用户头像地址, 评论时间, 点赞总数, 评论内容
20135098, 路边夜火, http://p1.music.126.net/qr0eoiPHPvbU_Y2cKamILw==/6623458046604106.jpg, 1508149980749, 0, 问题来了, , 你们会玩这个游戏吗
412556557, 罗休曼, http://p1.music.126.net/cqUQzaRx9Jr8PFsq-KPBXQ==/19185378393307286.jpg, 1508149971675, 0, 窦唯一直以来对音乐有着与众不同的理解，如果说音乐给你打开一个新世界，那么看惯了小确幸，少年气，江湖的各位换个角度欣赏世界不是很好么？, , , 进入魔域，一个没人感去的世界。
110985941, Diwbbsw, http://p1.music.126.net/a-QrkEWb93iexxldntIvZQ==/109951162929939842.jpg, 1508149827704, 7, 这首歌如果现场绝对炸
569406616, Alexandralam, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508149670113, 2, 听的我鸡皮疙瘩起来了，真的是一股魔气，听的人心里挺虚乎的
274324312, PeaNuTT-T, http://p1.music.126.net/t3pZlGY1ydMQqbPr-hQOQg==/109951162813469244.jpg, 1508149363178, 2, 窦儿, 你也重返魔域了
116288128, 你猜我是不是至尊宝, http://p1.music.126.net/QTlV2hRPm5aVAAXUj2WA2Q==/18883012695562033.jpg, 1508149304332, 0, 什么玩意
76527538, 小牛文文zx, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508149215822, 0, 支持窦唯
38908310, joker397868, http://p1.music.126.net/KIzPW-leHhXgltwL08hOMw==/19228259346831503.jpg, 1508148790505, 0, emmm, 还是充满窦唯的味道, 但是更容易被接受, 更接地气了
469271142, 烟羽天涯, http://p1.music.126.net/BYz14vFVXYVc_lZ7oLSMIA==/18649916232360670.jpg, 1508148768222, 1, 哈？
443251942, ZHULINGBING, http://p1.music.126.net/UoeiR2t-KP4MQJqv550jQA==/109951162925927761.jpg, 1508148502596, 4, 欣赏不了[生病]
114299381, -辛十八-, http://p1.music.126.net/LXSPRRSbVL8--0Tb66RrzQ==/19087521858557075.jpg, 1508148453878, 3, 欣赏不了的，对不起，你不是魔域中人😈
78549427, 词丶不达意, http://p1.music.126.net/mQqncB2i5X-QJ-pSLqvAyA==/109951162941984776.jpg, 1508147936348, 0, 窦！
543843499, 荆楚170717, http://p1.music.126.net/tXVVWGDN8IbJHeKXSg94ZA==/18945684858466036.jpg, 1508147929105, 0, 欣赏不了，拉黑
115208597, 陈仕航_, http://p1.music.126.net/Wzr8ZqRdZdKicBgutMYXCQ==/19041342369944006.jpg, 1508147921588, 0, ..什么破歌
35345077, 我叫王铁柱儿, http://p1.music.126.net/9fCVviGN6zdm-lWLxiI97A==/2893914605724389.jpg, 1508147911398, 0, 我就是窦唯铁粉！
365547951, 久居深海心, http://p1.music.126.net/dIRtlKU31oH0mzQg7PoQUA==/19150194021333682.jpg, 1508147839888, 2, 听的我脑仁疼
475743066, 你是我最深的羁绊, http://p1.music.126.net/Krv7IEsQvtMZcy18KF184A==/19218363742249491.jpg, 1508147759439, 1, 我的魔域终于出歌了，当年每次网吧占坐抢机！饭钱省下来, ，有时回家的车费都没了。全都为了一个魔域！怀念整个网吧一起刷怪答题的岁月。
108684928, 时间和青春换成就, http://p1.music.126.net/larAs9tOTwS8l0OC2hlJjA==/18668607929978342.jpg, 1508147428037, 1, 欣赏不来，撤
82121047, 沒有退路转身跳进西湖, http://p1.music.126.net/Fxf6d77HW0XndNNvYcyZbA==/18796151278470222.jpg, 1508147238890, 1, 我大爷
288320110, 依旧性感迷人, http://p1.music.126.net/Fb7ItW6TlyhJEgYgekER8w==/18929192184088596.jpg, 1508147221682, 3, 爱你青年才俊意气风发，也爱你发福秃顶淹没在芸芸众生的样子
288355189, 赵赵赵赵赵子轩, http://p1.music.126.net/dT8QKfK78z9BFWJdWif6yQ==/18729081069487304.jpg, 1508147172114, 0, 万岁
386967863, zaojia1234, http://p1.music.126.net/4s9Njyjp0LW-I4Bm6Hwq7g==/18596040162511014.jpg, 1508147084394, 0, 加油
132363673, VagabondX-, http://p1.music.126.net/qvr-H4ghQbEolFao25ZRPw==/18754369837043942.jpg, 1508146916410, 1, 划水
271003617, 沐默墨, http://p1.music.126.net/D7w7Lz7D8xAE4mvUrn75rw==/1372190519558533.jpg, 1508146783088, 0, 魔域万岁
83639460, ONE-Youfather_233u, http://p1.music.126.net/7K_dAAxH6H0JMH7HquqDTA==/19187577416703424.jpg, 1508146764774, 0, 你这评论以后我也可以复制过来用了[大哭]
83639460, ONE-Youfather_233u, http://p1.music.126.net/7K_dAAxH6H0JMH7HquqDTA==/19187577416703424.jpg, 1508146743546, 0, 你是真的皮, ..真皮沙发。哈哈
274536218, 当代废桔, http://p1.music.126.net/D8JD2eiQHR9Y782eO7p_gg==/18640020627804715.jpg, 1508146251922, 0, 到底怎样才算好不算坏, , 封面真好看啊, 天才
324411886, ___Robin____, http://p1.music.126.net/blgnkHdLAydxSf0f1EQXYg==/19211766672512326.jpg, 1508146218461, 1, 很符合游戏气氛啊！
47260025, 雨伞蘑菇, http://p1.music.126.net/iojo6BtH46LMq4EsYSm7jQ==/18665309394740685.jpg, 1508146122902, 0, 这个歌我想知道牛逼在哪？我不懂音乐
48396252, 流浪在海岛的猫, http://p1.music.126.net/xw62MRG2Q7gO6JXnZH-_nQ==/18654314278815469.jpg, 1508146013699, 2, 窦唯根本没有成仙，只是成为了大多数中年男人该有的样子，做着他自己的音乐，没求太多人懂
328810488, 窦然, http://p1.music.126.net/6CZgONsCIp00IA1oVV8nIw==/1394180759429235.jpg, 1508145998649, 0, 补一句，道尽男人的浪漫，动画配上就是画蛇添足，只要听着然后幻想
111108576, 天真君公1, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508145703184, 0, 我又看了一遍，他写的话, 明白了, , 某些人，在这首歌下面, 扯周伦干嘛, 两个完全人不相干的人, 不相干的音乐风格[汗]
492063021, 派大星的帅朋友, http://p1.music.126.net/Hf42q4MrV33h77NgxLDPXQ==/19197473021174932.jpg, 1508145339655, 0, 总之各种象征，这种音乐还是自己想象着去理解比较好。每个人有每个人的理解不挺好的吗？至于皇帝的新装，不存在的，窦唯要是那么俗，当年也不会全身而退的。抛开内容，音乐也牛逼的一批。
296922140, 荒烟zz, http://p1.music.126.net/7PiYpnGZsIGppb1T9fr9hw==/18912699509758836.jpg, 1508145084298, 0, 老铁那人明显玩反串黑的[汗]跑过来给周董招黑。我当然知道摇滚流行是两派啊
35367911, diwudiwudiwu, http://p1.music.126.net/gGmJyQvdXkYMcbbmebeaMA==/528865123247273.jpg, 1508144887919, 0, @TWO2BA, 
111108576, 天真君公1, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508144804086, 0, 你还算了解音乐的, 和其它的周杰伦粉说不清楚, 
429381629, 绝耶嘿, http://p1.music.126.net/277OnM5WyWPDxAgkzEv8Ow==/19005058486113515.jpg, 1508144761423, 1, 这首歌和这个三流手游配得很好
447720127, 水木留笑, http://p1.music.126.net/lf_XjC_vAaf3v5HAuYeS-A==/18973172649281325.jpg, 1508144736782, 2, 我弄丢了一个姑娘，她叫刘笑笑，善良调皮漂亮会温柔要抱抱。谁遇到她了，请告诉她，这里一直有一个肩膀一个怀抱，有一个在努力充实自己的人在等待她。如果有一天你用网易云不小心听到这首歌，希望你能知道我一直都在你身后，我一直在等着给你一个温暖的家打扰大家了，我只是一个在人海中播撒希望的人
284984652, LEEPEI0127, http://p1.music.126.net/82vja_Q9qmZz3WDX6QAstQ==/18556457743912861.jpg, 1508144681802, 0, 殃金咒, Pt.2
111108576, 天真君公1, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508144678716, 0, 这儿不谈流行音乐, 不是一界的
433195245, 霸占你di美, http://p1.music.126.net/VI86GEKwOUGhcPivYKZAgw==/18512477278697073.jpg, 1508144627487, 0, 魔域手游, , , 这游戏好玩吗, , , , , 我只玩过冰封王座, , , , , 是一样的吗？, , , , 求大佬告知[憨笑][憨笑]
248733954, 猴宝宝喂, http://p1.music.126.net/XIrZURxwRdTEfYybl8xUPg==/1378787583344419.jpg, 1508144617342, 2, @云村派出所, 某论坛来的黑子带节奏踩歌手并故意碰吹他人想营造引导众人评论其狂妄自大，这种拉吉账号和评论，还不封号留着过年杀掉吃吗？
248733954, 猴宝宝喂, http://p1.music.126.net/XIrZURxwRdTEfYybl8xUPg==/1378787583344419.jpg, 1508144257332, 0, @云村派出所
248733954, 猴宝宝喂, http://p1.music.126.net/XIrZURxwRdTEfYybl8xUPg==/1378787583344419.jpg, 1508144217402, 2, 0级小号黑子，请不要被带了节奏。这个锅杰伦不背。
296922140, 荒烟zz, http://p1.music.126.net/7PiYpnGZsIGppb1T9fr9hw==/18912699509758836.jpg, 1508144205475, 2, 周董大部分的摇滚都是介于流行和英伦风的，纯摇滚重金属之类的还没什么代表性作品。前期有蔡科俊老师编曲，所以免费录音带拿过10年最佳编曲。顶这id我都不想说你什么了，，，
248733954, 猴宝宝喂, http://p1.music.126.net/XIrZURxwRdTEfYybl8xUPg==/1378787583344419.jpg, 1508144090888, 2, 没事儿提周杰伦干啥，杰伦表示不约，评论区有的人是不是黑子你没个眼睛看没个脑子辨别吗。别被带了节奏，谢谢。
274744286, 二十一世纪的老张, http://p1.music.126.net/YLucRMagjN-QlbqNIis6Gw==/19075427230343660.jpg, 1508143591215, 0, 弱弱的说一句哈，我还是喜欢黑豹乐队的窦唯啊
47260025, 雨伞蘑菇, http://p1.music.126.net/iojo6BtH46LMq4EsYSm7jQ==/18665309394740685.jpg, 1508143563485, 4, 音乐不错，就是理解不了这个唱的啥啊……说好听，说牛逼的过来说说，看看你们真懂，还是在看皇帝的新装
111108576, 天真君公1, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508143386844, 1, 周杰伦作为唱作人，多数歌曲为原创，这点我非常尊敬他。但客观的说，被有些粉丝捧的稍显变味了，觉得吧，喜欢一个音乐人,首先要知道他音乐表达的是什么，然后理智的喜欢，这也是对音乐人的尊重，对吧！
313991531, 清风予梦, http://p1.music.126.net/3KFVpIn7hnxsP6T0R1eSug==/3402988498096535.jpg, 1508143370839, 0, 魔域的世界有你更加精彩
267889896, 回声_O, http://p1.music.126.net/IfdaolI88m-n_2ZSJUDBJw==/109951162856431954.jpg, 1508142835114, 1, 听不来[大哭]
486187662, 大白菜mmmmm, http://p1.music.126.net/h5kZyIluBtpQFYVEgRjj0A==/109951163005264945.jpg, 1508142633779, 0, 半仙半仙，窦半仙~
73262947, 伪善秋, http://p1.music.126.net/T9kwPYgFBh0h57nd-TqcDA==/109951162808085680.jpg, 1508142482399, 0, 觉得听不来的切歌不就完事？整天给自己加戏
111108576, 天真君公1, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508142473753, 2, 歌词败笔,听听《天真君公》吧, 和, 《殃金咒》因为是给游戏写歌所以也只能这样了，音乐风格不错,词还是有所有游戏歌曲的BUG，空洞
298251939, 怕不是个傻子吧灬喵喵喵, http://p1.music.126.net/mEo7yF4Pn8Fc1N1I4Uko5g==/19107313067897895.jpg, 1508142428804, 0, 感觉听筒清灰很彻底
64396978, 温暖-阳光, http://p1.music.126.net/rIHYMM5VS5N3hNd7M4TWJA==/109951163044740891.jpg, 1508142314539, 2, 这牛逼的、这不就是魔域么！
576636212, 觉是哪呢, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508142313159, 0, 好听[可爱]
135207032, MIX_BMG, http://p1.music.126.net/PS3QstGluRB0ZrId-3zlsQ==/109951163044314354.jpg, 1508142064864, 1, 好吧, 我不懂得欣赏
417291933, 北一环陳冠希, http://p1.music.126.net/NDkJW9dmyZFEEAOsXlUlbA==/18782957139273731.jpg, 1508142039610, 2, 卧槽，有人跟我一样听不懂这首歌的吗[大哭]
111108576, 天真君公1, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508141979592, 0, 周杰伦?, 摇滚精神?????
87775817, 段二1997, http://p1.music.126.net/oShmhdU_e27kK7o7L6Kcqg==/3296335860707867.jpg, 1508141879218, 0, 燥
111108576, 天真君公1, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508141873002, 2, 《殃金咒》续集
82382752, super_monkey_, http://p1.music.126.net/3GHzXZn2w6oDIZYkmbC0cg==/7815328651460919.jpg, 1508141810388, 1, 这首歌太符合这个歌名了，如果世界有魔域，里面的声音氛围就应该是这种阴森扭曲恐怖的
104179405, Miammmmia, http://p1.music.126.net/QIL8tnwdK1jrTgx1vzainQ==/109951163041993102.jpg, 1508141758539, 1, 伴奏, 贼棒啊, 加上老窦的声音, 太棒了
587023910, 你可爱的小嗲, http://p1.music.126.net/F_TY-Zi7ClAxzqH3ysrsbA==/19174383277122575.jpg, 1508141698834, 0, 听不懂
468443676, Peegoo, http://p1.music.126.net/55V-4NQS-rZbrzYajV9EfA==/18888510253647483.jpg, 1508141514583, 0, 那个策划又想从我们这些老玩家身上捞钱了，呵呵，挺会想的啊~[便便]，沿用旧的一套玩法，什么文案，图片，模型的，就按原来的改下就行了。。。
但是我是不会再玩的了，以前同学和朋友都不玩，军团也早就散了，而且游戏本身就是十年前的玩法，现在看来十分无聊
308174097, 无语加含笑, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508141054542, 0, 因为一首歌而下一个游戏，商业最终向窦仙选择了妥协
365049184, 烟花老九, http://p1.music.126.net/xUJxH8z4PNyIsJC6DVluSg==/109951162965737091.jpg, 1508140722511, 0, [流泪][流泪][流泪]听到这首歌真的不开心，不开心。。。
572598073, 被安乐死的深海鱼, http://p1.music.126.net/zpYvtxJx2sW7lQWuY4oxTQ==/18748872278784973.jpg, 1508140229143, 0, 窦仙儿的黑嗓听着好舒服
301833613, 帳號末注消, http://p1.music.126.net/VNfljrH_2-VL4AV1rOENxA==/18996262393240801.jpg, 1508140158582, 0, 上有天堂，下有地狱，然而最肮脏的却在中间，群魔乱舞
85001842, 田敚, http://p1.music.126.net/p2tvFIwsYgtFNcjzCH9ydg==/7931876884535818.jpg, 1508140092817, 0, 这首音乐可以给某个, 黑帮电影, 或者, 游戏做背景音乐一定更棒。
113120966, JarHanMichael, http://p1.music.126.net/uC_ce1yH0LZJkPU68yQlVw==/109951162920708743.jpg, 1508139989386, 0, 哇！我最佩服的就是热评有没有听完一整首歌就开始一本正经的胡说八道！
53786398, 夜饮鸣笳, http://p1.music.126.net/ajHhjvvHut2UouSYiaKFjg==/18515775813825474.jpg, 1508139913136, 1, 感觉和《殃金咒》风格很像。这首也是死金么？
414100245, 没缘分的天空, http://p1.music.126.net/jDx2Z9UdqysZEj5T-wpr_A==/109951162955559707.jpg, 1508139665496, 1, 哈哈，大王你好，贴吧老能看到你
3751990, an简单美, http://p1.music.126.net/xWg6qHM1_K08fIz2Jo6oaw==/18883012695720777.jpg, 1508139557114, 0, 这歌听着真难受, ，感觉内心崩塌，死了[生气]
62210459, 蛆击手, http://p1.music.126.net/pCyjxS_SsTvvqu349o8fmg==/18869818556067971.jpg, 1508139531295, 0, 听，格劳资好好听
130090840, 该昵称又被占用啦吗卖批耶, http://p1.music.126.net/RDAcax3D4GOlarqA87Undg==/18691697674221008.jpg, 1508139425113, 0, 打扰了
121435577, 方方方大帝, http://p1.music.126.net/BofBKcjfGVooa3vriLZD4w==/2532175282904250.jpg, 1508139396473, 2, 欣赏不了
117749770, 吃心不改zing, http://p1.music.126.net/EDGRDkRXYEcQYvXI8WSPmQ==/19207368625964821.jpg, 1508139169447, 0, 哇哇哇！开头！！！
121963038, 夏商周啊, http://p1.music.126.net/W_DRtkBhso4z7NnQkp4pLg==/528865137618789.jpg, 1508139151578, 0, 世间为魔域，转身归窦仙
431037730, 我就听听音乐那么难嘛, http://p1.music.126.net/TwK-p0cztts9yY0QSgz6GA==/109951162901169163.jpg, 1508138886826, 0, 这都什么鬼歌，告辞
55332598, w阿洁洁很机智-, http://p1.music.126.net/dTEyjqK2c7K_yrDrnwnV3A==/109951162994496766.jpg, 1508138859182, 0, 听的难受，感觉负面情绪更多了[惶恐]
402830594, 佩奇Man, http://p1.music.126.net/gXEmPJw3211qHEFFTiGy-A==/109951163033009621.jpg, 1508138858014, 0, 为什么云音乐和养猪场都是一个公司但是评论质量是两个档次？
71353061, 小夫七, http://p1.music.126.net/nLi6giqZqBNND3TvDSmGpQ==/109951162959340629.jpg, 1508138520514, 0, 音乐痴人
360300051, 阿明明明明-, http://p1.music.126.net/4aMHr84Yd1wIS2FoeriStg==/109951162985715689.jpg, 1508138483681, 3, 当年玩过的第一款大型网游就是魔域，怀念当年一放学就冲向网吧，攒了一周的生活费都买了点卡，玩了两年125级，最后号被盗了，不知道当年盗我号的人是否健在？😩😩😩😩
121358183, Lazio石, http://p1.music.126.net/azIuBLpOSsCzWTmoWDb4gQ==/109951162792890546.jpg, 1508138316724, 0, 牛逼还是他牛逼[大哭]
434831528, 造梦先生84, http://p1.music.126.net/f_ANv2qQ5duLSYg6tKYYvQ==/109951162883557551.jpg, 1508138297252, 3, 好难听啊
259361148, 油炸皮卡丘灬, http://p1.music.126.net/bKesJl6y2RzAl_hTSO3E9w==/109951162869426139.jpg, 1508138134524, 0, 打扰了打扰了
48930565, 编剧奔奔, http://p1.music.126.net/dFUn3rPMpgRls1jMuLsYtw==/109951163040404792.jpg, 1508138114829, 0, 重返魔域的主题曲，我却听它来打王者荣耀。。。
394552322, M橘子味儿的草莓M, http://p1.music.126.net/YOsfJvR8Yi12Mr4LTAdL7A==/19172184253914017.jpg, 1508138114024, 0, 好厉害啊
110293317, 柏原崇z, http://p1.music.126.net/UgLprYgqRWUw7EQWoF9sZA==/18998461416733606.jpg, 1508137920206, 3, 虽然喜欢窦唯, , , , , 但这歌说实话真的欣赏不来
449563513, 放开那位阿姨1704, http://p1.music.126.net/AS7jwYneM8WaMPDQMqaz9w==/19088621369879308.jpg, 1508137899289, 0, 窦唯在知乎说的很明白，他是一个音乐人并且很讨厌你给他贴的标签，就是你！
49726089, 梦中醒不过来, http://p1.music.126.net/R2PRWg1UlUBkFxoiuldwzQ==/7729566743912329.jpg, 1508137504312, 2, 工业摇滚？来拜神吧
96917096, 性情使然, http://p1.music.126.net/v7M3IdoIjsXtowdBLK-aVQ==/3400789465141746.jpg, 1508137435689, 2, 你听这歌让你交过钱了？人家收了你哪门子钱？一个0级的小号带什么节奏？
310883242, 过那么久, http://p1.music.126.net/GGV_MznekMMusIObn_cyUQ==/18869818555951126.jpg, 1508137394300, 5, 听得我瘆得慌，感觉真的身处魔域。
1141055, piupiu, http://p1.music.126.net/FMGrTPV82AgDve3XyGiUoA==/109951162942708232.jpg, 1508137378863, 0, 这个游戏好玩吗
63937430, 杰伦的男朋友, http://p1.music.126.net/ZaUlKHp1p4XxQfpDjLN2BQ==/7918682743940197.jpg, 1508137092471, 1, 虽然喜欢窦唯，但这首歌真的听不来[流泪]
438092355, 透明关注者, http://p1.music.126.net/2GnATkf-3yISINf33M9vdQ==/18759867395132617.jpg, 1508137028830, 1, 听不懂，见笑:-D
41968976, 三五澄清, http://p1.music.126.net/0NrbqPJZ-_u09gBYX9nqdg==/18822539557956529.jpg, 1508137013249, 0, 封面帅[吐舌]
84147691, LEMONedIsCream, http://p1.music.126.net/ORnUgui_4xxKtASmpTt8pw==/109951163024251219.jpg, 1508136964496, 0, 我表达的不就这意思吗？？？“标签是外界加给他的”？？？不识字？？
254951228, 无解之错, http://p1.music.126.net/dwfEi-8KcELU1drZHrqZwA==/1391981727294137.jpg, 1508136629713, 0, 啊哈, , 不行, , 欣赏不来
35172981, 潜江华子, http://p1.music.126.net/HRyeD40XRR3XW9QRg5X72Q==/18711488883548059.jpg, 1508136617528, 1, 这尼玛什么
125591978, 你们艾特我这首歌的时候我在睡觉, http://p1.music.126.net/kEtwmEYk4IvY7lpPol46GA==/3427177746621917.jpg, 1508136360815, 1, 别出来给周杰伦丢人了好吗
366064681, 粒麦小麦粒, http://p1.music.126.net/PpNDOi5cvrznnRLAgqn4hw==/18691697674252309.jpg, 1508136352116, 0, 从知乎过来的[奸笑]
327260596, 不痛一不痒, http://p1.music.126.net/dTgtaQ6GBcrHYWreSrm1kw==/3420580731698200.jpg, 1508136076508, 2, 重返魔域是什么游戏我不知道，歌词我也看不懂，把人声单纯的当做音乐的一部分，个人认为这首歌仍然还是做的很牛逼的。😂
331953670, Attribute-i, http://p1.music.126.net/BXbcOY-Fk9kdCMlN_jU49Q==/19155691579490139.jpg, 1508135918065, 1, 别再黑杰伦了，OK？
396740363, 大铭府尹, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508135459946, 0, 我同意这是伪摇滚。知乎曾推荐过陈佩斯羊头工作室96年的喜剧短片《96摇滚指南》就是讽刺了大众缺乏审美蜂蛹摇滚，实际不知摇滚为何物的现象。不过窦唯确实在做他的音乐，只是我们和成仙的他依然无缘。
296043600, 阿钱Vae, http://p1.music.126.net/liAAzIIl4r9-oxwDmO2FuQ==/18662010859802072.jpg, 1508135429554, 0, 厉害了
395560112, slash-solo, http://p1.music.126.net/S2FWW43rzmGqMlof-PQ0EQ==/18543263604282222.jpg, 1508135270009, 2, 90年代初期就喜欢上了唐朝黑豹，然后慢慢爱上了枪花、曼森等国际乐队，现在再回头来听窦唯的新歌实在是……可能是我太不懂音乐了吧....
2237335, lyric米乐, http://p1.music.126.net/uEgLlGVgWHexjvA_4OziLw==/5918671092443076.jpg, 1508135139123, 0, 可惜不是我的style。。。
90019004, 梦幻银铃, http://p1.music.126.net/QH5piqEEN3nZBuS6wRcv7A==/18705991325244630.jpg, 1508134917666, 0, 不装逼，确实不好听。
120145369, 自由的风儿啊啊, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508134719236, 0, 打扰了
74030436, 螺丝钉123, http://p1.music.126.net/I6aRTu1ZFVbZLuEHDKDJ8g==/7998947093558920.jpg, 1508134621264, 0, 为什么窦唯总是喜欢把声音做成须臾缥缈若隐若现的样子，我听了一遍伴奏，其实挺好听的。
348726127, 乔客森, http://p1.music.126.net/DBxtd1rOMK0cJiFOs24enw==/109951162868070460.jpg, 1508134573393, 2, 殃金咒子系，但不如殃金咒纯粹，因为有歌词。
132526942, J-Xu, http://p1.music.126.net/wIKfZsztq_r4F3XdCPWD_g==/3433774823743467.jpg, 1508134533703, 2, 有一人，身虽不在江湖，可江湖里处处有他的传说。
113255507, 高温橙色不预警, http://p1.music.126.net/okYrB8e3t11MXkn-DIneWg==/1376588563448228.jpg, 1508134502052, 2, 好好好，下载游戏，谁让这是你推广的[哀伤]
348726127, 乔客森, http://p1.music.126.net/DBxtd1rOMK0cJiFOs24enw==/109951162868070460.jpg, 1508134501292, 0, biu~, 杀！
301430469, Vincent_1900, http://p1.music.126.net/XhC_ZWRwFYfRy07K9RoddQ==/18696095720614285.jpg, 1508134400661, 1, 可以不喜欢，但请尊重！！！
265259212, 巷子深n, http://p1.music.126.net/Qmn8FeiD_eghuwj2m3Qo9A==/109951163027089246.jpg, 1508134207040, 1, 跳出三界外，不在五行中
279514409, 臭昊昊好臭, http://p1.music.126.net/Ibtlm0TaJ4vYZpxgHRR44Q==/1372190522309220.jpg, 1508134181808, 0, 打扰了，, 在下告辞
396346632, 有个爱你的人好好珍惜, http://p1.music.126.net/vnsLqmP-8mHJTbGsc5Ibcg==/109951162963823119.jpg, 1508134156940, 0, 不需要谁懂
40541036, 飞越千山万水去看海, http://p1.music.126.net/o9iS01ZRiQwCvFKZBN8qYA==/6672936070015251.jpg, 1508134106851, 1, 窦成了一江湖老者，飘乎世外，独孤求败！🍶
16279773, ablanker, http://p1.music.126.net/MN3rMadbTnLc-Wieg4r-Ow==/3294136840389608.jpg, 1508133959591, 2, 好吧，听不懂，, 告辞～～～
16258615, 竹霖聽雨, http://p1.music.126.net/E2QFKl1suIrWThtsdAMHFg==/18652115254764362.jpg, 1508133771610, 0, 还是那个有磁性的声音
285070358, 别怕怪瓢虫, http://p1.music.126.net/D4AGbRlmCx0xUAa-zNYBoA==/3431575792620525.jpg, 1508133586212, 0, 地狱天堂, 皆在人间
3260015, 请叫我-小明, http://p1.music.126.net/TpCZR3rGktrzZNzaPcwzHA==/3419481167583176.jpg, 1508133469977, 0, 战将勇士异能人以后的, 笑声, 真的有feel
80611558, 万能小青年阿海, http://p1.music.126.net/WM4s2OgNThjhdHyEemJQOQ==/19207368625862377.jpg, 1508133467370, 0, 即将又有一大波窦唯写的歌出来
290516067, ceicilia, http://p1.music.126.net/O0kdXrBqgggvCsrt-7S7bg==/3438172874241185.jpg, 1508133412653, 0, 听不懂…
411755292, 炙热又冷酷, http://p1.music.126.net/h1HZxddHr1ZgjAxfmfd5iw==/19158990114129771.jpg, 1508133377210, 1, 欣赏不来，打扰了打扰了
377490939, 愿我们都好好, http://p1.music.126.net/F_FpZp5fpCy78G3U5u9ZtA==/18647717209152319.jpg, 1508133253269, 0, 我知道😂😂
99502900, kindwait, http://p1.music.126.net/Xk0KLFlQ_I3IAM8YAfpyGA==/3298534893667432.jpg, 1508133209904, 1, 这首歌很棒啊
338543228, oho哦o, http://p1.music.126.net/bFWKkv1x1zRvJ8GyRjzCMg==/109951162952596103.jpg, 1508133207068, 0, 是真的回答了hhhhh, 
81728084, 着什么917, http://p1.music.126.net/NHaqloGZslHlYJN8HTPqRA==/3321624627603209.jpg, 1508133102019, 0, haoniubide, ganjue
345039366, Ponyo47, http://p1.music.126.net/VJK2REFdNiXZuvzTmRyIOA==/3427177777155154.jpg, 1508132917748, 0, [爱心]
206761, bitemeplz, http://p1.music.126.net/7bQZNjLQ4ooF2HynSuPo8g==/109951163013626237.jpg, 1508132883004, 2, 你大爷永远都是你大爷
78205932, 亡征丶, http://p1.music.126.net/eD7IowLqi-3FGaZm7b5h4Q==/3284241237412678.jpg, 1508132643276, 2, 这首歌就是从殃金咒中剥离出的一部分，并填了词。总体而言，比较一般。
322139883, aihua1, http://p1.music.126.net/6pX29lPMdr6QxdthjqS7UQ==/109951162820880261.jpg, 1508132599385, 1, 哈哈哈
48059520, 稼谖老爷, http://p1.music.126.net/idDVwnRnaMarUtnpVrnRfw==/1389782701173703.jpg, 1508132557113, 1, 电子，金属，迷幻，实验
403815262, Black-Sheep-l, http://p1.music.126.net/1LQ8sWykkWSBphf3qdgVlQ==/18966575579304229.jpg, 1508132344719, 2, 开口吓我一跳，呜呜😭我还是个孩子
136762856, F_shark, http://p1.music.126.net/vEV7Ih82FQYIvqlGyFiyCQ==/18743374720770149.jpg, 1508132167528, 1, 回答了呢
322716454, 且听风吟_岁月留声, http://p1.music.126.net/g8uhF4BxVQhW1Pt4_1vl9Q==/1369991502981158.jpg, 1508132139460, 0, 最后一句才是全首歌高潮！声嘶力竭杀气满满！歇斯底里不愧是魔域中人！
272079334, 孙弘宇, http://p1.music.126.net/3dPsJKnbE6D39XZO_kuuIg==/18687299627706988.jpg, 1508131662840, 0, 欢乐痛苦，战争平安
304775110, 雪碧星人, http://p1.music.126.net/ZO1zOfBA5Lw5BJeEYezdsA==/19224960811800816.jpg, 1508131641134, 0, 打年穷三代
291865320, 你的阿甘, http://p1.music.126.net/wFNxn-11eUYNTAXMB5OiXA==/18953381439946463.jpg, 1508131639094, 0, 地狱天堂皆在人间
61646301, 衔山抱水, http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg, 1508131450880, 1, 你妹，好不容易开通会员准备下载，结果你来个“应版权方要求，不提供下载”，网易你啥意思呢，直接说不就行了吗，干嘛还说开通会员才能下载。
